id, name
178379, steam room
178368, baseball pitcher
180635, multiple perspectives
2187, riot
207110, mysterious character
228610, railgun
191600, assassination attempt
236379, punch and judy
238594, angel flight
181485, chase on train roof
161318, enviromental
1489, river thames
209035, loss of sanity
177922, archipelago
178378, driving range
9476, pünktlichkeit
168179, drug deal
11405, throatsinging
206829, drug culture
209893, jungle girl
47021, bullet
156117, illegal drugs
10174, delta force
180431, drug rehabilitation
33788, guide
190073, new apartment
167554, sexual favor
4673, consumption
162014, marksman
155936, recovering drug addict
238592, narrated sequences
1439, flat
2694, cold turkey
14748, raid
225523, h. g. wells
1612, spacecraft
238590, bazooka as police weapon
9410, hybrid
237462, wealthy family
3029, telecontrol
160274, angry mob
212406, sadistic horror
177923, midsummer
160213, festival
41239, gag humor
167581, carriage
237169, newsreel office
165517, togetherness
10489, water shortage
160071, tough love
159490, second
178369, baseball fan
230607, antihero
155508, jewel heist
12562, muhammad
4278, invasion
5369, guard
237377, christmastime
178355, san francisco giants
4274, seer
214655, absurdism
206191, stardom
177678, patrol car
196987, voodoo doll
6622, tumor
213194, doppelgänger
15015, dying wish
4264, stalingrad
193262, jester
10200, man man relationship
6163, arms dealer
210616, children's experiences
208542, life
162019, shot in the torso
208306, teetotaler
210726, ghost writer
154976, shooting party
207428, desert warfare
173643, russian history
235767, continuation war
5348, to drop brick
193006, big oil
200347, filmed on location
15198, car wreck
9021, glaskugel
162028, surrounded
4525, incognito
207887, late for work
170152, new baby
1691, dance
162685, blood transfusion
159497, goon
41241, bellhop  
160137, female hero
2766, mutation
181472, reference to sherlock holmes
213798, allies
238597, electrical experiment
197084, having fun
171795, last stand
193919, newsreel cameraman
6192, relation
236294, lancaster, pa
170174, locked door
238138, chemical plant
217405, missed opportunity
7118, escapee convict
238587, burlesque house
162085, loss of friend
191198, new york society
173662, gay pride
14755, power outage
199904, schooner
190287, life after death
171636, drag
169725, sick child
167580, kingpin
211661, psychotic break
10900, rasputin
18060, divorced woman
10453, con artist
191308, ex-boxer
10915, last will and testament
196899, heroic rescue
197950, flight of fancy
228607, x-ray vision
165519, chapter headings
200760, premiere
6623, lodger
190003, peanuts
1749, taxi driver
221966, ballet performance
181479, pearls
155317, edgar allan poe
990, squirrel
191345, poverty row
226240, radio telescope
189884, alexandre nevski
226241, satellite dish
156544, cadaver
206690, mind and soul
162467, cosmic zoom
163895, newsreel footage
162464, liquid nitrogen
209093, leitmotif
162466, screwdriver
162461, golf club
162463, volkswagen beetle
347, aristotle
12389, dirty tricks
195550, entourage
162459, alien language
7955, taliban
14569, chameleon
159952, west point
159488, dutch eastindian company
41338, climatologist
160832, red cross
174871, fast motion scene
167477, land mine
162357, observatory
9739, extraterrestrial
10222, astronomer
2212, greenhouse effect
181476, banana peel
4949, warning
238593, bradbury building
205631, eviction notice
7325, cockroach
177895, dark fantasy
5090, fool
6050, criticism and blame
2052, traitor
41312, chute
167570, female stripper
220451, wedding arranger
185952, baseball stadium
165518, fiddle
187967, forbidden zone
192164, canadian border
10261, stealing
176625, taekwondo
170166, coffee shop manager
238795, abused wife
11635, monologue
156808, hospital fight
3617, nuclear scientist
4606, cinematographer
186830, selkie
2586, externally controlled action
3223, machine town
33731, stand-up comedian
2276, talent
209047, raunchy
2660, strong woman
3270, baccarat
736, journalist
4470, punk
158431, united kingdom
11265, mind reading
8231, insider
33672, financial transactions
207107, golden years
156316, troubled teen
5399, challenge
158471, carrier pigeon
8862, uprising
2206, piggy bank
5275, pan
2663, lack of prospects
3366, u.s. air force
209223, multiple sclerosis
155065, kung fu classic
2667, maori tradition
17986, miscarriage
165402, semi autobiographical
14765, church
3605, baseball bat
190370, erotic movie
183814, hebrew
3286, fort knox
232587, philosophic conflict
5966, tower of babel
1796, sake
6088, governance
679, cyborg
3769, voice
163081, law enforcement
163338, egyptian mythology
193173, papua new guinea
208365, new guinea
163491, human form
9992, dojo
4613, training
3901, rabbi
2982, leaving one's family
233084, complex characters
33407, hanging
208396, cuban refugees
217325, masses
2571, tv show
184935, gay man straight woman relationship
208335, miami beach
179567, crisis of faith
161534, pregnant wife
18298, tv show in film
161048, japanese food
165420, amphetamine
10703, tragic love
6795, ambulance man
14720, love affair
10226, neighbor
33630, doll
1375, submachine gun
214956, alan smithee
206662, euthanasia
2585, appropriation of another human being
162399, exploding ship
2564, wheelchair
188293, remembrance
6215, household
233083, complex relationship
4432, gathering
4424, pain
178425, music rights
10166, minotaur
165870, riverboat
164615, washed up star
172715, faked footage
3483, gang of smugglers
8739, jackpot
12405, outer space
4480, business man
10791, teenage crush
172391, catholic priest
169123, awol
177703, western u.s.
163331, hieroglyph
163503, wife and husband lead actors
2039, sexual frustration
157894, ancient egypt
5967, peru
4511, field
5859, paralysis
34268, rescue from drowning
2117, subconsciousness
41414, timebomb
6713, integration
11446, pulp fiction
33873, little people
5389, mujahid
163082, gentrification
6556, talisman
7533, black panther
1806, deserter
3739, funeral
160177, mountaineering
7156, commander
6267, approved school 
1671, surfboard
155791, american football player
167342, bomb squad
155746, deserted island
4395, burning house
1524, surfer
11823, pacific island
190012, deathbed
1949, pyramid
41171, pond
5394, rematch
782, assassin
206039, analingus
191485, coastal village
180549, deforestation
18011, pregnant woman
941, tradition
163526, charter boat
5444, lonely hearts ad
11435, briefcase
176516, slot machine
162392, spacecraft officer
211277, car factory
179578, lost at sea
3640, work
6521, theatre director
1465, loss of family
40952, therapy
2887, manipulation
11447, reference to al green
6150, faith
163488, human alien
221361, citizens band
2285, telegram
3977, product placement
17987, killing spree
18090, town
156854, cat fight
158651, realism
5274, iron
11442, heirloom
205971, german spy
192779, mount everest
158642, long lost relative
7271, tv ratings
6201, fall
8698, orléans
4918, shadowing
165399, editing
2954, manipulation of the media
9303, fragen
158063, seal
10656, child in peril
3432, bangkok
9986, crush
1808, lover (female)
1161, brazil
5922, north carolina
3184, alligator
2560, paparazzi
2920, cheerleader
6134, automobile industry
5774, forest
6375, george w. bush
4258, lottery
8828, marvel comic
2171, kaspar-hauser-syndrom
8012, physicist
5650, feral child
155724, home ownership
2553, puppeteer
189931, guilty conscience
10385, reindeer
156034, opera house
163516, defibrillation
190122, ziegfeld
15275, parade
157959, surgery
5257, to compose
190532, false history
163347, egyptology
197413, dunkirk
163514, retirement home
10818, author
169962, search party
163250, invented language
11402, androgyny
197083, jocks
190531, speculative
163512, retirement community
155859, law man
215348, all star cast
201820, hiphop
157136, lynching
163865, railway station
208384, black youths
9656, cattle drive
168603, deep space explorer
181958, starving
586, new jersey
35554, movie starshrine
164500, infatuation
41557, shrine
11451, pokémon
18268, atomic reactor
2692, arranged marriage
3181, pretended murder
34269, ostia italy
100, slum
18512, slow motion
176266, boy eaten
10792, marooned
208737, rejuvenate
188280, sea voyage
11112, search
10089, slaughter
3221, rave
6846, borderline personality disorder
234196, great ape
4610, comeback
209979, isle of man
4549, loss of husband
159138, death of son
1322, money delivery
7540, circumcision
3298, hallucination
10217, tourette syndrome
190992, drunken master
188843, business partner
207105, space and aliens
10671, figure skating
15127, killer
207106, benign alien
198225, religious delusions
33701, river patrol
11606, space western
5277, territory
6746, hamburger
3537, orchestra
159546, pharmacy
837, show business
4333, theatre group
173117, hoax
236465, seafarer
191820, nordic noir
3275, nuclear radiation
6066, defeat
207691, abuse
165314, skid row
10772, torture chamber
206545, young couple
172463, cabana
9859, controversial
4652, bath house
156924, tearjerker
8201, satire
9701, controversy
8700, charles vii.
11953, loft
1583, mass murder
2677, weekend
1584, yellow press
186939, pharaoh
3287, aston martin
625, sadistic
3271, secret organization
160780, love crime
1820, trip
8790, ant-hill
131, italy
193275, devil's island
1526, home
7089, dominatrix
3185, crocodile
162724, scout
110, venice
3188, heart-throb
1452, loss of child
4753, to beam
928, hairdresser
3186, everglades
21747, poland
7067, getaway car
1669, wave
10115, snowman
176262, bat attack
2320, violent husband
177695, crime spree
3741, talk show
2659, maori
157929, rubber plantation
2658, new zealand
11872, atrocity
176256, closed mine
9957, loneliness
6373, sadomasochism
160325, guadalcanal
15233, arsonist
2494, ohio
33702, bombing
2024, wisconsin
158199, aunt nephew relationship
5396, sibiria
6914, arsenal london
13132, pistol
14669, older man younger woman relationship
9980, toilet humor
10428, cultural difference
197088, revenge plot
1158, grandfather grandson relationship
2908, secret society
6223, change
5260, geneva
10766, youth gang
203360, psychotherapist
15158, rebellious youth
155806, killer plant
6351, chief executive officer
191881, research laboratory
14794, lust
163497, ice cream sundae
156181, lecture
3861, loss of powers
33841, incest
7858, boy gang
3541, afghanistan
11525, sherwood forest
209065, baskeball
2269, aquarium
163515, trespass
5895, viking
172466, country club
157722, domineering mother
159362, black and white scene
5625, relationship problems
11436, redemption
9897, rifle
3664, research
3478, parrot
8527, exzentrik
7597, dollar
162749, creator
6092, army
1402, general
11297, judgment
181579, auto industry
5259, english channel
202186, rollercoaster
3731, illness and injury
220348, womb
161249, military police
8072, quiz show
158778, behind enemy lines
4115, longing
3255, door
1421, birthday
165407, restroom
3686, marriage of convenience
3291, kentucky
9920, royalty
172455, fletch
190855, joan of arc
178423, embryo
2407, fireworks
11493, animal as human
185413, boys' school
6220, mafia boss
202188, sensurround
207901, political prisoner
163513, giving away money
6648, police headquarter
8846, konfession
178424, living under the bridge
11423, kamikaze
230009, asian american
212760, interspecies romance
170548, kennedy assassination
11242, junkyard
172971, elderly
9285, serbian
11434, ambiguous ending
4637, parish
2226, exodus
3023, eastern europe
9730, crime boss
10530, atlantic city
160946, expectant mother
3189, white trash
12993, suicide mission
11937, conservative
160381, nuclear weapons
3192, intellectually gifted
216936, circumcision ritual
166103, amazon rainforest
165419, screening room
41592, monastery
2465, rolling stone
10104, dance contest
14818, model
4076, massage
1900, immigration
5379, challenger
8627, stolen money
11103, pow
6297, japanese mafia
11539, grass
9930, prairie
1794, yakuza
180415, documentary filmmaker
396, transporter
8083, pacific
10983, anthropology
201069, commercialism
165423, prescription drug abuse
6203, loss
1983, pharmacist
227411, secret hideout
236336, dance show
158938, baltimore maryland
236338, ratted hair
163088, lost tribe
4249, x-files
18419, privacy
165576, cross cultural relations
17995, epidemic
3683, law and ethics
9778, exploding building
236337, big hair
8803, serum
209997, iranian new wave
2980, wiretap
165567, woman played by man
158025, medical research
1373, killer robot
219605, lobbyist
12400, brainwashing
177144, everyman
170444, wanted man
2056, kurort
170775, opening in the ice
6079, parliament
6559, basque country 
166256, pool cleaner
162224, passive aggression
194705, gauteng
201512, aristocratic
1792, cliff
41336, government assassin
185426, monterey pop festival
1449, underworld
171279, string ensemble
1381, sun glasses
162225, fatherhood
11616, vhs
158692, wool
4500, step parents
172596, puffer fish
170038, fence
3598, ax
5801, nerd
12974, principal
2225, third world
5305, gambling debts
5893, mama's boy
189223, praying mantis
226128, filmes focados em um professor
177449, tip
155614, ramones
8442, irish mob
33585, labor
14638, american
8783, scavenger hunt
7085, stricken
2643, dead wish
215983, underwear manufacturer
1904, life planning
2219, ice age
195265, socialite party
564, polen
2705, madeira
4855, harmony
207125, all-american
166464, confederate soldier
11481, endo
170777, mother kills own child
191433, textile worker
11613, live broadcast
192000, danish horror
10933, new jersey devil
238347, organ grinder's monkey
33631, hymn
220046, groundhog day
236401, mathematical equation
177039, embroidery
202647, humanity
238346, sleigh ride
4096, hindu
238345, german alps
188950, corporation
7605, el salvador
6645, mayor elections
1704, ambassador
187253, way station
4174, little red riding hood
170466, fake accent
9666, street race
163968, marijuana joint
194048, zanzibar
6741, tourist guide
171219, rape accusation
6895, philippines
220232, yin yang
160423, apology
884, cinecittà
177280, primate
162484, future war
9312, dragonfly
209631, englishman
18069, laser gun
228491, suicidal mission
157512, mutilation
195395, zimbabwe
2224, ice melting
208578, sunshine coast
10744, dr. seuss
4109, independence movement
164770, cancan dance
11267, solitary confinement
192665, stevie nicks
200815, interstate
157764, testosterone
905, alarm clock
11492, smoking marijuana
903, telecaster
9593, judas
190025, secret police
164772, la traviata
168598, southern accent
8701, hundred years' war
563, deja vu
5961, william blake
170452, reflection in water
170450, lynch mob
160410, reputation
902, weather forecast
11157, sibling rivalry
193682, married
184369, shot
236924, frankfurt
11665, handheld camera
1521, time warp
226430, re-animation
181086, tradesman
430, venezuela
190296, buffalo bill
163127, mexican
1318, blacksmith
155163, turin italy
160335, hate crime
207989, struggles
5692, stetson
197988, sportswriter
33432, male masturbation
170047, baseball glove
179568, archaeological dig
4102, conference
2223, barrier ice
5800, geek
4106, apartheid
160413, unemployed actor
192284, time off
188474, cosmetics
168091, white man's burden
10046, mecha
179426, mantis
6157, prayer
170837, oakland athletics
12415, back from the dead
8574, auto-tuning
8056, quantum mechanics
4108, protest
1775, demonstration
225061, friend
168093, henry rifle
33684, dead mule
1788, chinatown
1611, hotelier
157754, knife through the neck
901, groundhog
214949, fly-on-the-wall
165458, police arrest
10891, giant robot
161893, cyclops
5548, bizarre
5616, united states–mexico barrier
14519, military tribunal
157232, airborne car
3264, corean war
161896, changeling
12394, chainsaw
238344, caroling
208012, horror host
2286, border
156386, bible quote
194018, talent manager
194230, malpratice
3715, man
234469, south central los angeles
8781, foreign aid
2164, sapient
183435, bloodbath
171206, graduate
2630, cutting the cord
9539, nva
157765, split head
46952, heavy rain
1752, detective inspector
184355, implied rape
188475, enzyme
160201, union soldier
170461, nosebleed
4104, nonviolent resistance
155565, pin-up
4089, hunger strike
164759, toulouse lautrec
172621, driving in the rain
170051, lip flubby
3995, manchuria
226431, sadistic warden
11513, cheating husband
164753, moulin rouge
4110, bombay india
164775, orpheus and eurydice
10122, reanimation
2337, pedophilia
9144, kaiser nero
8310, tauchen
207404, premature burial
1468, child murderer
11799, reality spoof
226825, shenanigans
160420, serenade
178982, companion
1658, frankfurt/oder
192283, suffering parent
9702, broken lizard
162726, prospector
17971, homeless shelter
10859, tribunal
6193, world religion
192001, sodom and gomorrah
9856, flashback sequence
157624, nagging mother
154900, noisy neighbor
170063, steak
208913, spanish music
182681, weevil
2220, polar zone
157748, fast food
190107, snowed in
232716, genital mutilation
157762, directorial debut
177271, government scientist
10241, caretaker
789, muslim
802, regret
155707, musical number
228756, pittsburgh steelers
221749, porter
221083, dirigible
166104, humanitarian
162752, dowager
5419, bootlegger
11668, forensic psychiatrist
194687, gunboat
201200, clandestine
904, pennsylvania
210689, virility
